CustomerName,ProductSpecifics,DeliverySchedule,SteelWirePrice,PowderPaintCost,ElectricityCost,MarketDemand,Quantity,Profit(%),BasePrice,SalesPrice,ProposalPrice,CustomerReturn
Elliott-Hopkins,Welded Wire Fence,2023-08-01,632.16,2.94,87.58,100,11,10,747.6800000000001,822.4480000000001,9046.928000000002,Accepted
Silva Gonzalez and White,Welded Wire Fence,2023-07-27,624.48,3.83,88.88,100,65,12,742.19,831.2528000000001,54031.43200000001,Rejected
Little LLC,Welded Wire Fence,2023-05-23,601.21,2.47,91.67,75,105,12,714.1,799.792,83978.16,Negotiation
Walter Young and Stafford,Welded Wire Fence,2023-05-19,604.17,3.35,83.28,75,117,12,709.55,794.6959999999999,92979.43199999999,Accepted
Brown and Sons,Welded Wire Fence,2023-01-25,592.14,2.1,96.74,50,47,12,703.48,787.8976,37031.1872,Negotiation
Lawson-Hall,Welded Wire Fence,2023-07-03,634.43,2.16,85.51,100,76,12,747.0999999999999,836.752,63593.151999999995,Rejected
Wright PLC,Welded Wire Fence,2023-06-07,610.52,2.87,87.58,100,118,12,725.97,813.0864,95944.1952,Negotiation
Wheeler Jackson and Rodriguez,Welded Wire Fence,2023-10-26,602.97,2.92,99.01,75,119,12,723.65,810.4879999999999,96448.072,Negotiation
Lopez-Doyle,Welded Wire Fence,2023-12-19,603.24,2.67,91.65,50,43,12,710.06,795.2672,34196.4896,Accepted
Becker-Munoz,Welded Wire Fence,2023-02-15,604.5,3.75,92.05,50,102,7,712.8,762.6959999999999,77794.992,Rejected
Curry Martin and Phillips,Welded Wire Fence,2023-08-23,639.25,3.33,99.77,100,15,10,767.35,844.085,12661.275000000001,Rejected
Flores and Sons,Welded Wire Fence,2023-11-15,602.98,3.82,96.24,75,114,12,721.7900000000001,808.4048000000001,92158.14720000002,Negotiation
Ward-Jackson,Welded Wire Fence,2024-01-10,598.25,3.74,96.98,50,129,7,711.47,761.2729,98204.2041,Accepted
Lopez Gilbert and Gilbert,Welded Wire Fence,2023-08-03,632.53,3.04,83.43,100,13,10,744.0,818.4,10639.199999999999,Negotiation
Holmes Johnson and Herman,Welded Wire Fence,2023-08-22,609.82,2.46,81.35,100,39,10,718.6300000000001,790.4930000000002,30829.227000000006,Rejected
Page Arellano and Love,Welded Wire Fence,2023-06-07,616.09,3.48,93.89,100,116,12,738.46,827.0752,95940.7232,Rejected
Graves Group,Welded Wire Fence,2023-04-23,604.56,3.75,81.79,75,12,12,708.8499999999999,793.9119999999999,9526.944,Accepted
Dominguez-Thornton,Welded Wire Fence,2023-10-31,604.55,3.61,95.84,75,100,12,722.75,809.48,80948.0,Accepted
Moore Lawrence and James,Welded Wire Fence,2023-11-05,602.04,3.99,86.82,75,148,12,711.5999999999999,796.992,117954.81599999999,Rejected
Hughes PLC,Welded Wire Fence,2023-12-21,608.49,2.56,81.86,50,23,12,705.41,790.0591999999999,18171.361599999997,Negotiation
Brown Lewis and Coleman,Welded Wire Fence,2023-11-02,601.9,2.1,93.05,75,42,12,715.8,801.6959999999999,33671.231999999996,Accepted
Meyer PLC,Welded Wire Fence,2023-09-02,625.69,2.58,83.96,100,103,12,737.2300000000001,825.6976000000002,85046.85280000002,Negotiation
Robbins Inc,Welded Wire Fence,2023-07-10,608.05,2.97,90.44,100,111,12,726.46,813.6352,90313.50720000001,Accepted
Dawson-Norman,Welded Wire Fence,2023-03-07,607.6,3.28,91.84,75,22,12,721.47,808.0464000000001,17777.020800000002,Negotiation
Lawrence Smith and Jordan,Welded Wire Fence,2023-10-13,603.4,3.36,86.6,75,58,12,712.11,797.5632,46258.6656,Rejected
Garcia-Hayes,Welded Wire Fence,2023-02-15,590.23,2.38,97.19,50,142,7,702.3,751.4609999999999,106707.46199999998,Rejected
Chen-Peterson,Welded Wire Fence,2023-08-19,634.83,3.27,82.49,100,111,12,745.59,835.0608,92691.7488,Rejected
Chavez Williams and Conrad,Welded Wire Fence,2023-01-27,590.7,3.33,87.88,50,60,7,694.4100000000001,743.0187000000001,44581.122,Accepted
Miller and Sons,Welded Wire Fence,2023-10-06,605.74,3.72,84.25,75,54,12,712.46,797.9552000000001,43089.5808,Accepted
Ellis-Cooper,Welded Wire Fence,2023-08-24,601.8,3.0,95.51,100,57,12,725.31,812.3471999999999,46303.7904,Negotiation
Tran Washington and Barber,Welded Wire Fence,2023-12-08,606.79,2.97,83.87,50,37,12,706.13,790.8656,29262.0272,Negotiation
Baker LLC,Welded Wire Fence,2023-02-27,598.29,2.16,81.18,50,105,7,694.1299999999999,742.7190999999999,77985.50549999998,Rejected
Cooper Cardenas and Hicks,Welded Wire Fence,2023-12-27,590.59,2.18,87.01,50,102,7,692.28,740.7396,75555.4392,Negotiation
Mueller Fleming and Moss,Welded Wire Fence,2023-02-27,601.85,3.32,98.35,50,131,7,716.0200000000001,766.1414000000001,100364.5234,Rejected
Gray Inc,Welded Wire Fence,2023-04-05,603.67,2.19,98.23,75,56,12,722.84,809.5808000000001,45336.52480000001,Negotiation
Mcgee-Boyd,Welded Wire Fence,2023-09-29,619.31,3.39,90.19,100,35,10,737.8899999999999,811.6789999999999,28408.764999999996,Accepted
Cabrera Martin and Zhang,Welded Wire Fence,2023-08-10,600.57,2.21,98.78,100,124,12,726.5600000000001,813.7472,100904.6528,Accepted
Gonzalez-Acevedo,Welded Wire Fence,2023-02-08,607.85,2.85,81.3,50,82,7,704.5,753.815,61812.83,Rejected
Wright Bates and Jennings,Welded Wire Fence,2023-05-30,603.18,3.01,91.9,75,69,12,716.8399999999999,802.8607999999999,55397.39519999999,Negotiation
Cisneros PLC,Welded Wire Fence,2023-10-15,604.12,3.18,96.74,75,102,12,722.79,809.5247999999999,82571.5296,Rejected
Smith-Brown,Welded Wire Fence,2023-02-25,607.88,3.86,80.47,50,119,7,704.71,754.0397,89730.7243,Negotiation
James Perez and Lucero,Welded Wire Fence,2023-11-12,601.18,2.66,90.05,75,88,12,712.6399999999999,798.1567999999999,70237.79839999999,Accepted
Jones Ltd,Welded Wire Fence,2023-12-13,609.48,3.93,86.29,50,128,7,712.1999999999999,762.054,97542.912,Negotiation
Adams Fernandez and Norris,Welded Wire Fence,2023-06-28,637.05,3.0,95.08,100,107,12,760.13,851.3456,91093.9792,Rejected
Williams-Bates,Welded Wire Fence,2023-03-08,606.04,3.44,87.76,75,148,12,715.99,801.9088,118682.50240000001,Negotiation
Little Barrett and Smith,Welded Wire Fence,2023-02-20,594.11,2.73,81.47,50,6,12,690.8100000000001,773.7072000000001,4642.243200000001,Negotiation
Brown Rivera and Williams,Welded Wire Fence,2023-08-02,616.56,3.96,82.57,100,133,12,728.0899999999999,815.4607999999998,108456.28639999998,Rejected
Griffith Group,Welded Wire Fence,2023-02-16,596.46,2.36,84.23,50,16,12,695.5500000000001,779.0160000000001,12464.256000000001,Accepted
Wilson-Espinoza,Welded Wire Fence,2023-12-24,605.14,2.15,80.68,50,92,7,700.47,749.5029000000001,68954.26680000001,Rejected
Diaz-Watson,Welded Wire Fence,2023-01-24,602.0,3.15,83.85,50,56,7,701.5,750.605,42033.880000000005,Negotiation
Livingston Gentry and Duncan,Welded Wire Fence,2023-04-19,604.16,3.96,85.3,75,35,12,712.17,797.6304,27917.064,Negotiation
Rodriguez PLC,Welded Wire Fence,2023-12-07,604.8,2.12,84.35,50,132,7,703.77,753.0339,99400.4748,Accepted
Warren LLC,Welded Wire Fence,2023-12-30,590.36,3.93,88.05,50,67,7,694.8399999999999,743.4787999999999,49813.07959999999,Negotiation
Fisher Inc,Welded Wire Fence,2023-04-23,603.85,3.05,92.73,75,71,12,718.38,804.5856,57125.5776,Rejected
Carter Group,Welded Wire Fence,2023-08-24,607.45,3.64,83.8,100,104,12,719.89,806.2768,83852.78719999999,Rejected
Maxwell Carroll and Henderson,Welded Wire Fence,2023-06-19,629.57,3.3,99.93,100,141,12,757.8,848.7359999999999,119671.77599999998,Rejected
Flores Smith and Griffin,Welded Wire Fence,2023-08-06,638.48,3.2,85.49,100,69,12,752.1700000000001,842.4304000000001,58127.69760000001,Rejected
Stewart Group,Welded Wire Fence,2023-06-05,601.77,3.33,98.16,100,6,10,728.26,801.086,4806.516,Accepted
Sims-Fernandez,Welded Wire Fence,2023-06-24,635.12,2.52,80.3,100,87,12,742.9399999999999,832.0927999999999,72392.07359999999,Accepted
Avila Group,Welded Wire Fence,2023-04-06,602.2,3.05,82.89,75,51,12,706.89,791.7168,40377.5568,Accepted
Olson-Reyes,Welded Wire Fence,2023-02-09,599.4,2.03,94.23,50,147,7,708.16,757.7312,111386.4864,Rejected
Hawkins Ellis and Ortega,Welded Wire Fence,2023-11-05,607.16,3.94,95.28,75,75,12,725.13,812.1456,60910.92,Negotiation
Lewis Inc,Welded Wire Fence,2023-10-01,609.88,3.43,87.95,75,13,12,720.01,806.4112,10483.3456,Accepted
Medina Silva and Wong,Welded Wire Fence,2023-10-13,605.96,2.68,91.65,75,52,12,719.04,805.3248,41876.8896,Negotiation
Cross-Miller,Welded Wire Fence,2023-11-16,604.75,3.37,87.99,75,115,12,714.86,800.6432,92073.968,Negotiation
Brady Inc,Welded Wire Fence,2023-05-09,603.13,2.65,88.36,75,59,12,712.89,798.4368,47107.771199999996,Accepted
Brown-Davis,Welded Wire Fence,2023-11-20,603.78,3.1,90.56,75,144,12,716.19,802.1328000000001,115507.12320000002,Rejected
Mendoza Group,Welded Wire Fence,2023-08-30,601.4,2.9,87.11,100,76,12,716.41,802.3792,60980.8192,Negotiation
Mason-Ramirez,Welded Wire Fence,2023-08-21,628.85,2.96,80.79,100,127,12,737.6,826.1120000000001,104916.22400000002,Negotiation
Acosta Hardin and Richardson,Welded Wire Fence,2023-10-01,601.4,3.35,84.72,75,15,12,708.22,793.2064,11898.096000000001,Negotiation
Franklin-Miles,Welded Wire Fence,2023-07-08,619.28,2.28,90.56,100,1,10,737.1199999999999,810.8319999999999,810.8319999999999,Negotiation
Shaw-Wagner,Welded Wire Fence,2023-09-13,638.46,3.55,89.61,100,128,12,756.62,847.4144,108469.0432,Accepted
Morrison Shaw and Holt,Welded Wire Fence,2023-03-10,604.6,3.63,86.25,75,8,12,713.23,798.8176000000001,6390.540800000001,Accepted
Barr Torres and Horne,Welded Wire Fence,2023-12-20,602.65,2.02,97.97,50,80,7,715.14,765.1998,61215.984,Accepted
Hoffman-Berg,Welded Wire Fence,2023-07-05,615.15,2.24,87.5,100,56,12,729.89,817.4768,45778.7008,Rejected
Griffith-Bailey,Welded Wire Fence,2023-02-09,603.08,2.59,98.4,50,48,12,716.57,802.5584,38522.8032,Negotiation
Schmitt Atkinson and Reynolds,Welded Wire Fence,2023-04-10,607.18,3.67,99.79,75,129,12,729.3899999999999,816.9167999999999,105382.26719999999,Accepted
Short PLC,Welded Wire Fence,2023-04-15,609.82,3.86,95.53,75,130,12,727.96,815.3152,105990.976,Negotiation
Johnson-Davis,Welded Wire Fence,2023-03-25,601.58,2.59,88.7,75,4,12,711.6200000000001,797.0144000000001,3188.0576000000005,Negotiation
Smith PLC,Welded Wire Fence,2023-05-29,609.41,3.86,81.98,75,94,12,714.0,799.6800000000001,75169.92000000001,Accepted
Price Ltd,Welded Wire Fence,2023-11-17,608.67,3.03,92.24,75,131,12,722.6899999999999,809.4128,106033.0768,Rejected
Green Roberts and Jenkins,Welded Wire Fence,2024-01-10,602.04,2.21,93.17,50,49,12,709.92,795.1103999999999,38960.4096,Negotiation
Smith-Watts,Welded Wire Fence,2023-04-17,606.7,3.06,86.75,75,73,12,715.26,801.0912,58479.6576,Accepted
Becker-Sanders,Welded Wire Fence,2023-04-05,604.07,2.33,93.07,75,120,12,718.22,804.4064000000001,96528.76800000001,Rejected
Odonnell Rogers and Novak,Welded Wire Fence,2023-11-18,605.92,2.92,85.38,75,78,12,712.9699999999999,798.5264,62285.059199999996,Rejected
Thompson-Griffin,Welded Wire Fence,2023-05-22,605.17,2.7,81.11,75,101,12,707.73,792.6576,80058.4176,Rejected
Doyle Hill and Kelly,Welded Wire Fence,2023-10-10,600.99,3.99,88.39,75,138,12,712.12,797.5744,110065.2672,Rejected
Williams Group,Welded Wire Fence,2023-06-23,627.55,2.82,89.6,100,127,12,744.97,834.3664,105964.5328,Accepted
Wade Ltd,Welded Wire Fence,2023-10-13,602.61,2.67,95.03,75,43,12,719.06,805.3471999999999,34629.929599999996,Rejected
Cole Smith and Rodriguez,Welded Wire Fence,2023-06-15,610.94,3.55,95.11,100,85,12,734.6,822.7520000000001,69933.92000000001,Rejected
Jackson PLC,Welded Wire Fence,2023-11-26,602.27,2.19,92.41,75,10,12,715.62,801.4944,8014.944,Rejected
Dixon Short and Mckinney,Welded Wire Fence,2023-05-01,608.55,3.87,89.32,75,99,12,720.49,806.9488,79887.9312,Negotiation
Gilbert Walker and Brooks,Welded Wire Fence,2023-07-28,603.07,2.46,83.69,100,145,12,714.22,799.9264000000001,115989.32800000001,Accepted
Floyd-Morales,Welded Wire Fence,2023-11-22,606.83,3.23,97.79,75,26,12,726.6,813.792,21158.592,Negotiation
Mcintyre Johnston and Gomez,Welded Wire Fence,2023-08-12,607.41,3.81,93.13,100,23,10,729.3499999999999,802.2849999999999,18452.554999999997,Rejected
Sullivan-Owens,Welded Wire Fence,2023-05-05,607.23,2.32,96.1,75,142,12,724.4000000000001,811.3280000000001,115208.57600000002,Accepted
Smith and Sons,Welded Wire Fence,2023-08-27,633.26,2.49,81.09,100,116,12,741.84,830.8608,96379.85280000001,Accepted
Smith-Massey,Welded Wire Fence,2023-12-26,602.41,2.9,82.01,50,38,12,699.8199999999999,783.7983999999999,29784.339199999995,Accepted
Johnson-Kaiser,Welded Wire Fence,2023-07-25,632.64,3.89,81.14,100,74,12,742.67,831.7904,61552.4896,Accepted
Franklin-Johnson,Welded Wire Fence,2023-06-22,628.04,2.04,87.27,100,32,10,742.3499999999999,816.5849999999999,26130.719999999998,Negotiation
Wheeler-Roberts,Welded Wire Fence,2023-03-03,606.98,2.25,83.31,75,54,12,711.29,796.6447999999999,43018.8192,Negotiation
Mckenzie Hernandez and Barnes,Welded Wire Fence,2023-06-16,620.96,3.84,87.11,100,97,12,736.9100000000001,825.3392000000001,80057.9024,Negotiation
Lopez Inc,Welded Wire Fence,2023-08-12,630.24,3.08,85.58,100,79,12,743.9000000000001,833.1680000000001,65820.27200000001,Accepted
Petersen-Dunlap,Welded Wire Fence,2023-02-24,595.96,3.13,86.67,50,75,7,698.26,747.1382,56035.365,Rejected
Knox-Clark,Welded Wire Fence,2023-09-25,635.21,2.24,84.49,100,122,12,746.94,836.5728,102061.88160000001,Rejected
Williams and Sons,Welded Wire Fence,2023-05-17,606.69,3.77,80.42,75,39,12,709.63,794.7855999999999,30996.638399999996,Negotiation
Kline-Garcia,Welded Wire Fence,2023-10-30,604.96,3.51,96.69,75,58,12,723.9100000000001,810.7792000000001,47025.193600000006,Negotiation
Lawson Inc,Welded Wire Fence,2023-11-12,602.52,3.73,83.62,75,135,12,708.62,793.6544,107143.344,Rejected
Haynes LLC,Welded Wire Fence,2023-12-09,602.99,3.99,96.19,50,38,12,715.6700000000001,801.5504000000001,30458.915200000003,Negotiation
Dean Carson and Finley,Welded Wire Fence,2023-08-02,606.49,2.35,93.75,100,103,12,727.59,814.9008,83934.7824,Negotiation
House Banks and Kelley,Welded Wire Fence,2023-02-25,597.26,2.56,86.36,50,103,7,698.68,747.5876,77001.52279999999,Accepted
Rivera Moreno and Garcia,Welded Wire Fence,2023-07-14,612.54,2.74,84.28,100,90,12,724.56,811.5071999999999,73035.64799999999,Accepted
Davis Group,Welded Wire Fence,2023-11-17,604.87,3.17,81.22,75,54,12,708.01,792.9712,42820.4448,Rejected
Boyle Jimenez and Jackson,Welded Wire Fence,2023-06-09,625.01,3.51,99.85,100,77,12,753.37,843.7744,64970.6288,Negotiation
Martinez Macias and Cross,Welded Wire Fence,2023-10-24,608.59,3.83,89.23,75,95,12,720.4000000000001,806.8480000000001,76650.56000000001,Negotiation
Williams Park and Matthews,Welded Wire Fence,2023-06-18,611.27,3.1,99.85,100,8,10,739.22,813.142,6505.136,Rejected
Marshall Hanna and Shelton,Welded Wire Fence,2023-09-06,633.44,3.73,94.23,100,112,12,756.4000000000001,847.1680000000001,94882.81600000002,Rejected
Massey Madden and Medina,Welded Wire Fence,2023-11-13,608.29,2.94,84.1,75,59,12,714.08,799.7696000000001,47186.40640000001,Accepted
Shaw-Golden,Welded Wire Fence,2023-07-25,617.57,3.99,88.47,100,131,12,735.0300000000001,823.2336000000001,107843.60160000002,Accepted
Griffin Johnson and Tucker,Welded Wire Fence,2023-03-22,603.49,3.08,80.18,75,61,12,705.5,790.16,48199.759999999995,Accepted
Rubio Inc,Welded Wire Fence,2023-12-09,592.38,3.2,85.65,50,129,7,693.73,742.2911,95755.5519,Negotiation
Anderson King and Gonzalez,Welded Wire Fence,2023-12-16,597.72,2.62,82.86,50,98,7,695.7,744.399,72951.102,Rejected
Hebert Inc,Welded Wire Fence,2023-05-29,600.5,3.41,99.87,75,143,12,722.53,809.2336,115720.4048,Rejected
Anderson Smith and Bailey,Welded Wire Fence,2023-05-23,608.43,2.89,88.08,75,123,12,718.15,804.328,98932.344,Accepted
Beck-Vargas,Welded Wire Fence,2023-12-01,607.88,3.46,91.71,50,94,7,715.5500000000001,765.6385,71970.019,Negotiation
Garcia Anderson and Hayes,Welded Wire Fence,2023-09-01,628.7,2.55,97.88,100,65,12,754.13,844.6256,54900.664,Rejected
Williams Martin and Campbell,Welded Wire Fence,2023-03-08,604.44,2.65,95.7,75,59,12,721.5400000000001,808.1248,47679.3632,Rejected
Moore-Hill,Welded Wire Fence,2024-01-12,596.43,3.7,87.42,50,109,7,700.05,749.0535,81646.8315,Negotiation
Lane Ballard and White,Welded Wire Fence,2023-08-18,605.9,3.48,95.03,100,50,12,729.41,816.9392,40846.96,Accepted
Vaughan-Rivera,Welded Wire Fence,2023-09-06,624.92,3.84,98.86,100,120,12,752.62,842.9344,101152.128,Accepted
Torres-Garcia,Welded Wire Fence,2023-05-14,609.61,3.01,97.57,75,18,12,728.94,816.4128000000001,14695.430400000001,Rejected
Cain-Everett,Welded Wire Fence,2023-08-31,620.79,3.25,97.41,100,10,10,746.4499999999999,821.0949999999999,8210.949999999999,Accepted
Paul LLC,Welded Wire Fence,2023-06-21,620.95,2.15,93.75,100,49,10,741.85,816.0350000000001,39985.715000000004,Accepted
Herman-James,Welded Wire Fence,2023-10-18,606.92,2.7,94.37,75,68,12,722.74,809.4688,55043.8784,Rejected
Anderson Carter and Zamora,Welded Wire Fence,2023-04-03,609.34,3.31,99.28,75,82,12,730.68,818.3616,67105.6512,Rejected
Wagner Wallace and Lewis,Welded Wire Fence,2023-07-27,626.82,2.09,94.13,100,91,12,748.0400000000001,837.8048000000001,76240.23680000001,Rejected
Callahan Patel and Roth,Welded Wire Fence,2023-09-18,611.93,2.57,81.2,100,2,10,720.7,792.77,1585.54,Accepted
Jones-Shaw,Welded Wire Fence,2023-05-13,609.77,3.52,83.51,75,55,12,715.55,801.4159999999999,44077.88,Negotiation
Kelly Walker and Ortiz,Welded Wire Fence,2023-04-17,608.38,2.34,96.07,75,48,12,725.54,812.6048,39005.030399999996,Accepted
Smith-Crawford,Welded Wire Fence,2023-09-30,625.27,2.45,85.79,100,29,10,738.51,812.361,23558.469,Rejected
Pacheco LLC,Welded Wire Fence,2023-07-10,613.22,2.45,80.53,100,41,10,721.2,793.32,32526.120000000003,Rejected
Middleton-Brown,Welded Wire Fence,2023-11-29,600.71,2.54,97.41,75,139,12,719.41,805.7392,111997.7488,Accepted
Matthews Bond and Obrien,Welded Wire Fence,2024-01-11,595.52,2.61,87.85,50,3,12,698.48,782.2976,2346.8928,Accepted
Garcia LLC,Welded Wire Fence,2023-03-29,603.53,2.46,87.19,75,122,12,711.9300000000001,797.3616000000001,97278.11520000001,Negotiation
Taylor PLC,Welded Wire Fence,2023-03-18,601.77,2.75,85.23,75,102,12,708.5,793.52,80939.04,Negotiation
Logan Sullivan and Gallegos,Welded Wire Fence,2023-10-13,608.92,2.75,98.68,75,20,12,729.0999999999999,816.5919999999999,16331.839999999997,Rejected
Duran Walsh and Harrington,Welded Wire Fence,2023-08-14,624.77,3.25,93.53,100,23,10,746.55,821.2049999999999,18887.714999999997,Rejected
Richards-Gallagher,Welded Wire Fence,2023-12-02,600.23,2.46,87.2,50,58,7,702.3900000000001,751.5573,43590.3234,Rejected
Haley Cole and Williams,Welded Wire Fence,2023-02-04,591.69,3.42,93.51,50,66,7,701.12,750.1984,49513.0944,Accepted
Black PLC,Welded Wire Fence,2023-07-15,634.7,3.67,90.74,100,30,10,754.11,829.521,24885.629999999997,Rejected
Hall Smith and Ramos,Welded Wire Fence,2023-12-20,608.67,3.02,94.65,50,142,7,718.8399999999999,769.1587999999999,109220.54959999998,Rejected
Logan LLC,Welded Wire Fence,2023-09-19,601.11,3.65,92.66,100,35,10,722.42,794.6619999999999,27813.17,Accepted
Yates-Acevedo,Welded Wire Fence,2023-07-26,639.16,3.86,93.81,100,65,12,761.8299999999999,853.2495999999999,55461.223999999995,Rejected
Berg Ltd,Welded Wire Fence,2023-07-22,631.04,3.68,85.78,100,11,10,745.4999999999999,820.0499999999998,9020.549999999997,Negotiation
Barr LLC,Welded Wire Fence,2023-06-25,616.98,2.13,89.47,100,142,12,733.58,821.6096,116668.5632,Accepted
Coleman-Santiago,Welded Wire Fence,2023-01-25,605.47,2.28,95.66,50,146,7,715.91,766.0237,111839.4602,Rejected
Rivera Group,Welded Wire Fence,2023-03-06,602.58,3.9,84.8,75,40,12,710.03,795.2336,31809.344,Rejected
Mccarthy PLC,Welded Wire Fence,2023-07-05,616.14,2.94,84.16,100,41,10,728.24,801.064,32843.623999999996,Negotiation
Hart Stewart and Jackson,Welded Wire Fence,2023-07-13,615.53,3.2,95.33,100,123,12,739.0600000000001,827.7472,101812.9056,Rejected
Harris Cline and Cunningham,Welded Wire Fence,2023-02-17,595.82,2.6,95.79,50,149,7,706.71,756.1797,112670.77530000001,Accepted
Elliott Simmons and Gonzalez,Welded Wire Fence,2023-08-05,614.8,2.42,85.05,100,84,12,727.2699999999999,814.5423999999998,68421.56159999999,Accepted
Hale Pierce and Hampton,Welded Wire Fence,2023-04-12,608.63,3.06,81.54,75,146,12,711.9799999999999,797.4175999999999,116422.96959999998,Rejected
Fernandez Group,Welded Wire Fence,2023-02-03,597.69,3.55,85.5,50,27,12,699.24,783.1488,21145.017600000003,Negotiation
House LLC,Welded Wire Fence,2023-06-01,635.99,3.67,99.17,100,127,12,763.8299999999999,855.4895999999999,108647.17919999998,Rejected
Stanley Mcclain and Wilson,Welded Wire Fence,2023-08-09,633.65,3.05,93.93,100,7,10,755.6299999999999,831.1929999999999,5818.350999999999,Accepted
Tran-Rubio,Welded Wire Fence,2023-05-28,606.66,2.7,97.19,75,29,12,725.3,812.3359999999999,23557.744,Accepted
Salazar Herring and Franklin,Welded Wire Fence,2023-01-30,604.23,3.47,93.65,50,60,7,713.85,763.8195000000001,45829.170000000006,Negotiation
Burgess LLC,Welded Wire Fence,2023-11-23,605.28,3.66,89.02,75,126,12,716.7099999999999,802.7151999999999,101142.11519999999,Negotiation
Gutierrez-Rollins,Welded Wire Fence,2023-04-05,604.39,2.86,82.82,75,42,12,708.8199999999999,793.8783999999999,33342.892799999994,Negotiation
Anderson Group,Welded Wire Fence,2023-08-29,623.63,2.07,95.71,100,38,10,746.4100000000001,821.051,31199.938000000002,Rejected
Brown PLC,Welded Wire Fence,2023-07-05,616.57,2.91,99.89,100,133,12,744.37,833.6944,110881.35519999999,Rejected
Johnson Long and Mitchell,Welded Wire Fence,2023-05-26,607.84,2.66,93.55,75,65,12,722.8,809.536,52619.84,Accepted
Dominguez Baker and Wilson,Welded Wire Fence,2023-07-23,630.84,2.55,87.06,100,26,10,745.45,819.995,21319.87,Rejected
Garcia-Lewis,Welded Wire Fence,2023-07-13,634.48,2.19,94.55,100,39,10,756.22,831.8420000000001,32441.838000000003,Accepted
Tucker LLC,Welded Wire Fence,2023-10-05,602.97,2.96,96.89,75,1,12,721.57,808.1584,808.1584,Rejected
Cooper Pope and Brock,Welded Wire Fence,2023-09-25,635.17,3.93,81.51,100,56,12,745.6099999999999,835.0831999999999,46764.659199999995,Accepted
Colon Inc,Welded Wire Fence,2023-09-30,619.3,2.82,89.22,100,73,12,736.34,824.7008000000001,60203.15840000001,Accepted
Herman LLC,Welded Wire Fence,2023-07-11,607.24,2.93,87.78,100,109,12,722.9499999999999,809.704,88257.73599999999,Rejected
Anderson-Henderson,Welded Wire Fence,2023-08-08,602.97,2.52,94.65,100,38,10,725.14,797.654,30310.852,Negotiation
Carlson LLC,Welded Wire Fence,2023-06-11,631.17,2.24,94.51,100,29,10,752.92,828.212,24018.148,Rejected
Bradley-Chung,Welded Wire Fence,2024-01-13,601.46,2.14,92.12,50,115,7,708.22,757.7954,87146.47099999999,Rejected
Jones-Harmon,Welded Wire Fence,2023-03-17,601.92,2.97,88.29,75,117,12,711.93,797.3616,93291.3072,Rejected
Clark Peterson and House,Welded Wire Fence,2023-10-07,600.97,2.38,86.7,75,9,12,708.8000000000001,793.8560000000001,7144.704000000001,Rejected
Brown Inc,Welded Wire Fence,2023-11-23,602.22,2.96,96.44,75,12,12,720.3700000000001,806.8144000000002,9681.772800000002,Accepted
Taylor-Gutierrez,Welded Wire Fence,2023-12-24,608.74,3.14,83.8,50,26,12,708.18,793.1615999999999,20622.201599999997,Rejected
Bentley Richard and Russell,Welded Wire Fence,2023-07-28,618.9,2.33,81.48,100,149,12,727.71,815.0352,121440.2448,Rejected
Gomez-Castro,Welded Wire Fence,2023-09-24,605.15,3.48,88.9,100,66,12,722.53,809.2336,53409.4176,Accepted
Powell-Green,Welded Wire Fence,2023-08-20,625.46,2.72,92.88,100,2,10,746.0600000000001,820.666,1641.332,Accepted
Doyle-Bass,Welded Wire Fence,2024-01-11,598.16,3.55,96.79,50,145,7,710.9999999999999,760.7699999999999,110311.64999999998,Rejected
Robinson Group,Welded Wire Fence,2023-11-12,605.28,2.68,88.56,75,105,12,715.27,801.1024,84115.752,Negotiation
Miller Group,Welded Wire Fence,2023-08-20,604.83,3.6,89.33,100,135,12,722.7600000000001,809.4912000000002,109281.31200000002,Accepted
Lopez White and Smith,Welded Wire Fence,2023-12-19,604.75,2.06,85.21,50,74,7,704.52,753.8364,55783.8936,Rejected
Murphy PLC,Welded Wire Fence,2023-11-12,603.28,2.95,87.82,75,60,12,712.8,798.3359999999999,47900.159999999996,Negotiation
Campbell PLC,Welded Wire Fence,2023-03-23,609.41,2.85,96.82,75,14,12,727.8299999999999,815.1696,11412.374399999999,Accepted
Ibarra-Brown,Welded Wire Fence,2023-11-24,603.79,2.73,97.14,75,81,12,722.41,809.0992,65537.0352,Rejected
White LLC,Welded Wire Fence,2023-08-08,605.37,2.89,87.34,100,128,12,720.6,807.072,103305.216,Negotiation
Buchanan Navarro and Grimes,Welded Wire Fence,2023-04-03,602.53,3.75,85.11,75,105,12,710.14,795.3568,83512.464,Rejected
Weaver-Montoya,Welded Wire Fence,2023-10-03,607.62,3.22,89.82,75,87,12,719.4100000000001,805.7392000000001,70099.3104,Accepted
Jefferson Marquez and Boone,Welded Wire Fence,2023-05-13,607.59,2.56,98.17,75,6,12,727.0699999999999,814.3183999999999,4885.910399999999,Rejected
Ramirez Group,Welded Wire Fence,2023-04-03,600.47,2.16,97.84,75,86,12,719.22,805.5264,69275.2704,Rejected
Allen PLC,Welded Wire Fence,2024-01-12,590.8,2.08,91.98,50,99,7,697.36,746.1752,73871.3448,Accepted
Williams-Smith,Welded Wire Fence,2023-06-17,613.97,2.99,82.48,100,132,12,724.44,811.3728000000001,107101.20960000002,Accepted
